Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Subs-N-More / AM Petroleum,78721,05/14/2021,86,"3926 ED BLUESTEIN BLVD
AUSTIN, TX 78721
(30.275247, -97.66854)",2802112,Routine Inspection
85C Bakery,78752,06/22/2020,95,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.336576, -97.718267)",11959419,Routine Inspection
Spinners,78728,10/02/2019,90,"14106 N IH
AUSTIN, TX 78728",10976401,Routine Inspection
Mother's Cafe,78751,02/14/2020,86,"4215 DUVAL ST
AUSTIN, TX 78751
(30.304518, -97.726188)",2800618,Routine Inspection
Courtney's Catering,78729,09/18/2019,95,"13233 POND SPRINGS RD
AUSTIN, TX 78729
(30.446198, -97.779587)",10062095,Routine Inspection
"Crossmark, Inc CSC#",78759,02/03/2021,100,"9700 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390522, -97.742236)",12134018,Routine Inspection
First Chinese BBQ,78753,06/16/2021,85,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378477, -97.688329)",10002411,Routine Inspection
Phoebes Diner,78704,05/07/2021,83,"533 W OLTORF ST
AUSTIN, TX 78704
(30.241993, -97.759322)",11755008,Routine Inspection
Gracy Woods Nursing Home,78758,10/22/2020,90,"12021 METRIC BLVD
AUSTIN, TX 78758
(30.402624, -97.701011)",2800253,Routine Inspection
Dear Dairy Coffeehouse,78702,04/26/2021,97,"1212 CHICON ST
AUSTIN, TX 78702
(30.274455, -97.720061)",12392764,Routine Inspection
Covington Jr High,78749,10/20/2020,98,"3700 CONVICT HILL RD
AUSTIN, TX 78749
(30.211503, -97.83478)",2800268,Routine Inspection
Southside Flying Pizza,78702,03/29/2021,89,"2702 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2534, -97.713966)",11327772,Routine Inspection
Twice the Ice,78745,02/28/2019,98,"746 W STASSNEY LN
AUSTIN, TX 78745
(30.208987, -97.78379)",10952835,Routine Inspection
7-Eleven Convenience Store # 35878B,78701,11/07/2019,91,"613 CONGRESS AVE
AUSTIN, TX 78701
(30.268601, -97.742613)",11727227,Routine Inspection
Manuel's @ Great Hills,78759,05/08/2020,95,"10201 JOLLYVILLE RD
AUSTIN, TX 78759
(30.39622, -97.750001)",2801422,Routine Inspection
Whataburger #1022,78726,08/12/2019,96,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",10708625,Routine Inspection
PF - Sonic Drive-In #2767,78660,10/29/2021,89,"2014 W PECAN ST
PFLUGERVILLE, TX 78660
(30.446148, -97.646876)",12392738,Routine Inspection
Food Basket,78727,09/24/2021,89,"12503 LAMPLIGHT VILLAGE AVE
AUSTIN, TX 78727
(30.416275, -97.695599)",11120692,Routine Inspection
Turner-Roberts Recreation Center,78724,11/05/2019,88,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.302552, -97.637155)",10184483,Routine Inspection
Dollar Tree Store #2988,78745,06/14/2019,95,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196229, -97.785732)",10009096,Routine Inspection
TCBY Frozen Yogurt,78749,05/27/2021,97,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
(30.201082, -97.868511)",10805254,Routine Inspection
BC - Primrose School of Bee Cave,78738,05/21/2021,99,"3801 JUNIPER TRCE
BEE CAVE, TX 78738
(30.30815, -97.934776)",11225177,Routine Inspection
Bombay Walla,78757,12/03/2020,86,"8023 BURNET RD
AUSTIN, TX 78757
(30.359155, -97.73005)",12393028,Routine Inspection
Brazos Hall,78701,01/09/2020,96,"204 E 4TH ST
AUSTIN, TX 78701
(30.26574, -97.741884)",11099320,Routine Inspection
Whataburger,78729,11/14/2019,96,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445312, -97.743258)",2803042,Routine Inspection
Titaya's Thai Cuisine,78751,02/22/2019,88,"5501 N LAMAR BLVD
AUSTIN, TX 78751
(30.322879, -97.728249)",2803076,Routine Inspection
La Mancha Tex Mex Tavern,78756,05/13/2019,94,"2203 HANCOCK DR
AUSTIN, TX 78756
(30.322802, -97.740563)",10961298,Routine Inspection
East Side Market,78702,07/12/2021,84,"1208 E 11TH ST
AUSTIN, TX 78702
(30.268457, -97.727274)",10668551,Routine Inspection
Riverside Grocery,78741,02/05/2020,94,"1727 E RIVERSIDE DR
AUSTIN, TX 78741
(30.243391, -97.729512)",10007389,Routine Inspection
MN - Double Dave's & Pizzaworks,78653,03/26/2019,100,"11828 RING DR
MANOR, TX 78653
(30.348676, -97.542006)",12060335,Routine Inspection
Cedar Creek Elem. School,78746,05/09/2019,100,"3301 PINNACLE RD
AUSTIN, TX 78746
(30.269775, -97.806007)",2800381,Routine Inspection
Lone Star Kolaches,78750,08/24/2021,88,"13764 N US 183 HWY
AUSTIN, TX 78750",10944885,Routine Inspection
Denny's #1008,78704,03/08/2021,90,"2320 S IH
AUSTIN, TX 78704",2800442,Routine Inspection
Austin High School,78703,11/04/2021,98,"1715 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.274085, -97.766118)",2800429,Routine Inspection
Village on the Park Onion Creek LLC,78748,11/04/2019,92,"11300 FARRAH LN
AUSTIN, TX 78748
(30.141115, -97.800118)",11476954,Routine Inspection
McBee Elementary,78758,08/20/2020,97,"1001 W BRAKER LN
AUSTIN, TX 78758
(30.38382, -97.690813)",2801523,Routine Inspection
Austin's Pizza #7,78759,12/17/2020,92,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746124)",2802898,Routine Inspection
Winner Winner Rotisserie,78736,05/01/2019,96,"9300 W US 290 HWY
AUSTIN, TX 78736
(30.231358, -97.929595)",11784645,Routine Inspection
Souper Salad,78704,04/25/2019,80,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",12022694,Routine Inspection
JuiceLand SAL,78702,04/05/2021,98,"1109 E 5TH ST
AUSTIN, TX 78702
(30.263696, -97.731445)",12185688,Routine Inspection
WL - Eanes Elementary,78746,03/22/2021,100,"4101 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.283463, -97.810972)",10002740,Routine Inspection
Afriqmart,78660,11/23/2021,96,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",10126001,Routine Inspection
Deckhand Oyster Bar,78704,11/09/2021,70,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",11474370,Routine Inspection
Pokeworks,78751,08/31/2021,91,"5610 N IH
AUSTIN, TX 78751",12394124,Routine Inspection
Taco Bell #30088,78727,07/23/2019,94,"1825 W PARMER LN
AUSTIN, TX 78727
(30.414157, -97.692632)",11066597,Routine Inspection
China Palace,78752,10/31/2019,100,"6605 AIRPORT BLVD
AUSTIN, TX 78752
(30.330666, -97.715653)",2801495,Routine Inspection
PF - HEB Food Store #479 (Meat & Seafood),78660,04/28/2021,99,"201 N FM
PFLUGERVILLE, TX 78660",12392421,Routine Inspection
HEB Food Store #161,78723,06/03/2021,96,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312815, -97.662829)",2800078,Routine Inspection
Humpty's Wall of Breakfast,78757,11/16/2021,98,"8820 BURNET RD
AUSTIN, TX 78757
(30.370703, -97.72705)",12393106,Routine Inspection
"HEB Food Store #8, Bakery & Deli",78704,12/06/2021,92,"2400 S CONGRESS AVE
AUSTIN, TX 78704
(30.238293, -97.754001)",2800044,Routine Inspection
BC - All Star Burger,78738,12/03/2020,88,"12921 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309572, -97.941875)",10655048,Routine Inspection
HEB Central Mkt #061 Grocery/Market/Seafood,78756,05/27/2020,97,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.307015, -97.741902)",2803469,Routine Inspection
Walgreens #6861,78753,11/05/2019,95,"9307 N LAMAR BLVD
AUSTIN, TX 78753
(30.362187, -97.697533)",2803661,Routine Inspection
PF - Nothing Bundt Cakes,78660,08/10/2021,100,"18616 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.465594, -97.597302)",12392693,Routine Inspection
Twin Liquors,78751,09/02/2020,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298554, -97.72006)",10175477,Routine Inspection
"Tacodeli IV, LLC",78757,11/12/2019,98,"7301 BURNET RD
AUSTIN, TX 78757
(30.349253, -97.735103)",11216106,Routine Inspection
Licha's Cantina,78702,10/22/2020,89,"1306 E 6TH ST
AUSTIN, TX 78702
(30.26385, -97.728887)",11097683,Routine Inspection
Del Valle ISD Opportunity Center,78617,03/09/2020,95,"5301 ROSS RD
AUSTIN, TX 78617
(30.177932, -97.615835)",10323192,Routine Inspection
Raku Sushi Restaurant,78705,05/05/2021,60,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.286839, -97.744777)",11410847,Routine Inspection
Stassney Food Mart,78744,06/13/2019,83,"5717 S IH
AUSTIN, TX 78744",12151234,Routine Inspection
Family Dollar,78741,02/15/2019,97,"1508 MONTOPOLIS DR
AUSTIN, TX 78741
(30.228271, -97.701316)",10519117,Routine Inspection
Top Taco,78726,01/22/2020,97,"10505 N FM 620 RD
AUSTIN, TX 78726
(30.443913, -97.832912)",12001874,Routine Inspection
Wetzels Pretzels/Nestle Toll House,78613,08/27/2020,95,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",11303298,Routine Inspection
Don Mario Mexican Restaurant,78734,08/17/2021,99,"1700 N FM 620 RD
AUSTIN, TX 78734
(30.381101, -97.944259)",11563423,Routine Inspection
Estrellatina Catering,78745,01/10/2020,93,"2002 SOUTHERN OAKS DR
AUSTIN, TX 78745
(30.218815, -97.796058)",12124047,Routine Inspection
LW - Flores Mexican Restaurant,78734,09/07/2021,84,"2127 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.341722, -97.970087)",10378211,Routine Inspection
Independence Brewing Co.,78744,12/19/2019,89,"3913 TODD LN
AUSTIN, TX 78744
(30.212377, -97.736887)",2803291,Routine Inspection
Potbelly Sandwich Works,78759,08/19/2021,94,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10035755,Routine Inspection
La Preferida Tacos,78753,09/16/2019,96,"10205 N LAMAR BLVD
AUSTIN, TX 78753
(30.37221, -97.691868)",11000646,Routine Inspection
Hilton Garden Inn Austin,78759,08/04/2020,99,"11617 RESEARCH BLVD
AUSTIN, TX 78759
(30.415495, -97.74577)",11247252,Routine Inspection
"Julio's Restaurant, Inc.",78751,05/13/2020,93,"4230 DUVAL ST
AUSTIN, TX 78751
(30.304855, -97.725971)",2800038,Routine Inspection
Kinda Tropical,78702,11/23/2021,78,"3501 E 7TH ST
AUSTIN, TX 78702
(30.256966, -97.70305)",11693814,Routine Inspection
Highland Park Elementary,78731,03/25/2021,94,"4900 FAIRVIEW DR
AUSTIN, TX 78731
(30.330605, -97.759276)",2800351,Routine Inspection
Omni Hotels and Resort-Members Pool Bar,78735,06/22/2020,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",12167275,Routine Inspection
Montopolis Grocery,78741,03/04/2020,93,"1211 MONTOPOLIS DR
AUSTIN, TX 78741
(30.231472, -97.699289)",11081478,Routine Inspection
Bunny's Cake Shop,78722,06/29/2021,100,"3505 N IH
AUSTIN, TX 78722",11813821,Routine Inspection
Macroband,78702,09/30/2021,95,"1209 E 7TH ST
AUSTIN, TX 78702
(30.265088, -97.729396)",12394094,Routine Inspection
Taqueria Arandinas,78723,10/30/2019,81,"1011 REINLI ST
AUSTIN, TX 78723
(30.31813, -97.706434)",2801965,Routine Inspection
OOB - Chick-fil-A,78758,01/27/2020,96,"12501 N MOPAC EXPY
AUSTIN, TX 78758
(30.419234, -97.703864)",2803108,Routine Inspection
Gourdough's Public House,78704,02/04/2020,84,"2700 S LAMAR BLVD
AUSTIN, TX 78704
(30.24456, -97.781)",10842726,Routine Inspection
Almarah Mediterranean Cuisine,78750,02/22/2019,88,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.461601, -97.817763)",11359418,Routine Inspection
Starbucks  #6356,78704,04/02/2020,100,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251939, -97.764498)",2801683,Routine Inspection
7-Eleven Convenience Store #23295B,78701,11/05/2019,83,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281756, -97.742074)",11800283,Routine Inspection
Catering by Rosemary,78717,12/02/2021,100,"9900 SPECTRUM DR
AUSTIN, TX 78717
(30.480738, -97.77643)",12186268,Routine Inspection
Hornsby Dunlap Elementary,78725,10/22/2020,98,"13901 FM 969 RD
AUSTIN, TX 78725
(30.249308, -97.587279)",2800684,Routine Inspection
Bull and Bowl,78701,12/15/2021,91,"501 W 6TH ST
AUSTIN, TX 78701
(30.269414, -97.747646)",12393426,Routine Inspection
BC - Bee Cave Elementary,78738,03/25/2019,100,"14300 HAMILTON POOL RD
BEE CAVE, TX 78738
(30.307991, -97.968607)",10260419,Routine Inspection
Fowler's Smokin Soul Food,78723,07/19/2019,88,"5811 MANOR RD
AUSTIN, TX 78723
(30.306102, -97.680301)",12103790,Routine Inspection
Pho Thai Son,78748,10/14/2019,93,"9500 S IH
AUSTIN, TX 78748",10036105,Routine Inspection
Wendy's W-125/9854,78752,10/10/2019,98,"5760 AIRPORT BLVD
AUSTIN, TX 78752
(30.321652, -97.713862)",11119162,Routine Inspection
ABIA Amy's Ice Cream,78719,01/28/2020,97,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12186438,Routine Inspection
7-Eleven Convenience Store #36263B,78727,04/29/2020,94,"3801 W PARMER LN
AUSTIN, TX 78727
(30.424508, -97.713215)",11870089,Routine Inspection
P6,78701,05/28/2020,97,"111 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.263243, -97.743998)",12186486,Routine Inspection
Clayton Elementary,78739,10/06/2020,99,"7525 LA CROSSE AVE
AUSTIN, TX 78739
(30.195826, -97.906772)",2802894,Routine Inspection
Canteen @ Costco #641,78749,02/13/2020,100,"4301 W WILLIAM CANNON DR
BLDG E AUSTIN, TX 78749
(30.222644, -97.839738)",11863832,Routine Inspection
Lake Point Elementary,78738,02/26/2019,99,"11801 SONOMA DR
BEE CAVE, TX 78738
(30.310112, -97.921612)",2801609,Routine Inspection
California Pizza Kitchen,78746,07/01/2021,80,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",2802222,Routine Inspection
Family Dollar Store #10276,78752,11/15/2019,97,"7517 CAMERON RD
AUSTIN, TX 78752
(30.329586, -97.689879)",10878668,Routine Inspection
JD's Market,78719,09/25/2019,84,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161323, -97.686947)",11858488,Routine Inspection
Choice Food Mart,78725,08/02/2021,84,"14326 HUNTERS BEND RD
AUSTIN, TX 78725
(30.245153, -97.583254)",11432746,Routine Inspection
Jet Stop,78741,02/11/2020,97,"2723 S IH
AUSTIN, TX 78741",2803751,Routine Inspection
Jack in the Box #912,78723,11/04/2019,84,"6540 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.304244, -97.661165)",10790632,Routine Inspection
Chipotle Mexican Grill #1008,78748,05/08/2020,95,"9600 S IH
AUSTIN, TX 78748",10178947,Routine Inspection
Bufalina Due LLC,78757,05/17/2019,94,"6555 BURNET RD
AUSTIN, TX 78757
(30.341502, -97.738754)",11460194,Routine Inspection
7-Eleven Convenience Store #36263B,78727,04/30/2019,83,"3801 W PARMER LN
AUSTIN, TX 78727
(30.424508, -97.713215)",11870089,Routine Inspection
MT Supermarket - Meat/Seafood,78753,07/24/2019,84,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.378477, -97.688329)",10001446,Routine Inspection
PF - Broth & Basil,78660,04/14/2021,89,"18817 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.468957, -97.595854)",12392506,Routine Inspection
Randall's #2490-Deli,78759,10/18/2021,100,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746124)",2801125,Routine Inspection
Chi Omega,78705,08/23/2021,95,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.292964, -97.744193)",2800061,Routine Inspection
Taqueria Morelos,78744,07/23/2019,86,"3100 S US 183 HWY
AUSTIN, TX 78744
(30.204876, -97.683462)",2802982,Routine Inspection
Marco's Pizza,78759,12/02/2020,87,"11011 RESEARCH BLVD
AUSTIN, TX 78759
(30.403592, -97.745141)",10905433,Routine Inspection
Happy Kids Day Care,78723,05/28/2020,84,"5709 MANOR RD
AUSTIN, TX 78723
(30.304877, -97.681081)",10458107,Routine Inspection
Bone Daddy's House of Smoke,78759,07/17/2020,90,"11617 RESEARCH BLVD
AUSTIN, TX 78759
(30.415495, -97.74577)",2801756,Routine Inspection
Sichuan River Restaurant,78745,01/17/2020,88,"4534 WEST GATE BLVD
AUSTIN, TX 78745
(30.230319, -97.800859)",11199927,Routine Inspection
Popeye's #315 - Z & H Foods Inc.,78702,06/18/2020,85,"1823 AIRPORT BLVD
AUSTIN, TX 78702
(30.281922, -97.703566)",11637616,Routine Inspection
Cedar Food Mart,78744,11/21/2019,92,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.160443, -97.776925)",10806090,Routine Inspection
"Bottom of the Cup, Inc.",78728,05/09/2019,100,"15201 BURNET RD
AUSTIN, TX 78728
(30.458629, -97.695018)",11809293,Routine Inspection
Anderson High School,78759,03/24/2021,100,"8403 MESA DR
AUSTIN, TX 78759
(30.376358, -97.754173)",2800201,Routine Inspection
Gattis Pizza,78734,07/02/2019,99,"3305 N FM 620 RD
AUSTIN, TX 78734",12094601,Routine Inspection
Aramark @ Flex MODG,78727,08/29/2019,100,"12455 RESEARCH BLVD
AUSTIN, TX 78727
(30.429006, -97.758033)",12145664,Routine Inspection
Cats Pajama's/Beez Kneeez,78701,06/25/2020,92,"610 NUECES ST
AUSTIN, TX 78701
(30.270252, -97.748202)",12169738,Routine Inspection
HEB #476 Deli & Bakery,78753,02/20/2019,100,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",2801961,Routine Inspection
Whip In,78704,06/10/2019,77,"1950 S IH
AUSTIN, TX 78704",11687146,Routine Inspection
BC - Maudie's Hill Country LLC,78738,12/02/2020,84,"12506 SHOPS PKWY
BEE CAVE, TX 78738
(30.304677, -97.937965)",10468660,Routine Inspection
Snarf's,78704,01/07/2020,97,"1400 S 1ST ST
AUSTIN, TX 78704
(30.250432, -97.754772)",11585192,Routine Inspection
Crazy Fruits,78744,10/27/2021,81,"729 E SLAUGHTER LN
AUSTIN, TX 78744
(30.160443, -97.776925)",11102855,Routine Inspection
7 Eleven #36575H,78660,12/19/2019,87,"15829 N IH
AUSTIN, TX 78660",10874330,Routine Inspection
Opera Cafe,78747,02/05/2021,96,"11215 S IH
AUSTIN, TX 78747",11172513,Routine Inspection
Uchiko,78756,02/05/2020,92,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.310352, -97.739752)",10384251,Routine Inspection
Sushi Junai,78701,03/28/2019,90,"1612 LAVACA ST
AUSTIN, TX 78701
(30.278952, -97.741399)",11800993,Routine Inspection
E-Z Stop Groceries & Gas / Conoco,78723,08/27/2021,84,"5029 MANOR RD
AUSTIN, TX 78723
(30.297763, -97.687283)",10805076,Routine Inspection
Brazos Taco House,78752,07/30/2021,96,"6801 AIRPORT BLVD
AUSTIN, TX 78752
(30.33384, -97.71687)",11689721,Routine Inspection
PF - Pflugerville Nursing and Rehabilitation Ctr,78660,10/21/2020,100,"104 REX KERWIN CT
PFLUGERVILLE, TX 78660
(30.444391, -97.627972)",12392891,Routine Inspection
Starbuck's Coffee # 10757,78704,05/14/2020,97,"500 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.220081, -97.757533)",10005994,Routine Inspection
McDonald's,78727,05/07/2020,94,"13813 BURNET RD
AUSTIN, TX 78727
(30.439434, -97.698143)",2802299,Routine Inspection
Schlotzsky's,78759,04/17/2020,98,"5105 BALCONES WOODS DR
AUSTIN, TX 78759
(30.407875, -97.74604)",11823635,Routine Inspection
Beto's Restaurant,78745,08/28/2019,86,"1940 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202831, -97.805822)",12111122,Routine Inspection
Target Store T2288 -Grocery,78748,04/30/2019,98,"9500 S IH
AUSTIN, TX 78748",10055908,Routine Inspection
"Phoenicia Bakery & Deli, Inc.",78704,04/08/2020,97,"2912 S LAMAR BLVD
AUSTIN, TX 78704
(30.24318, -97.782915)",2800125,Routine Inspection
Cornucopia Popcorn,78729,11/01/2021,78,"7318 MC NEIL DR
AUSTIN, TX 78729
(30.435104, -97.767339)",11563122,Routine Inspection
Atria at the Arboretum,78759,03/16/2021,90,"9306 GREAT HILLS TRL
AUSTIN, TX 78759
(30.391946, -97.756921)",10876703,Routine Inspection
Nordstrom Bazille,78758,07/24/2020,100,"3111 PALM WAY
AUSTIN, TX 78758
(30.402556, -97.721051)",11583667,Routine Inspection
Austin Achieve Public Schools,78752,09/02/2021,99,"7424 E US 290 HWY
SVRD WB AUSTIN, TX 78752
(30.23053, -97.879739)",11981929,Routine Inspection
JD's Market,78660,12/02/2019,66,"14300 DESSAU RD
AUSTIN, TX 78660
(30.414672, -97.632681)",10435389,Routine Inspection
Randall's #2490-Deli,78759,09/10/2019,100,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746124)",2801125,Routine Inspection
OOB - Little Explorers Childcare,78744,10/07/2019,98,"2313 TERI RD
AUSTIN, TX 78744
(30.199519, -97.748072)",11768681,Routine Inspection
Spice Fine Indian Cuisine,78753,05/21/2019,78,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",11705287,Routine Inspection
Parkside,78701,11/30/2021,77,"301 E 6TH ST
AUSTIN, TX 78701
(30.267335, -97.740246)",10054719,Routine Inspection
The Goddard School @ Avery Ranch,78717,09/13/2021,85,"9313 PEARSON RANCH RD
AUSTIN, TX 78717",12084828,Routine Inspection
Walnut Hills Nursing & Rehab,78723,07/08/2020,91,"3509 ROGGE LN
AUSTIN, TX 78723
(30.301051, -97.674087)",11259693,Routine Inspection
Randall's #2475- Food,78731,06/19/2019,100,"5311 BALCONES DR
AUSTIN, TX 78731
(30.335796, -97.758323)",2800073,Routine Inspection
Hana Kitchens,78736,07/30/2021,91,"11190 CIRCLE DR
AUSTIN, TX 78736
(30.223952, -97.952987)",12392637,Routine Inspection
Cafe Blue III LLC,78701,08/11/2021,76,"340 E 2ND ST
AUSTIN, TX 78701
(30.263446, -97.741049)",11606337,Routine Inspection
Domino's Pizza,78748,08/20/2020,96,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17364, -97.82357)",10010126,Routine Inspection
IDEA Public Schools - Rundberg,78753,01/06/2020,95,"700 SHOWPLACE LN
AUSTIN, TX 78753
(30.3616, -97.687417)",11504140,Routine Inspection
Los Jalisciences,78752,01/07/2020,92,"6903 AIRPORT BLVD
AUSTIN, TX 78752
(30.336276, -97.718107)",2803018,Routine Inspection
Tru by Hilton,78741,08/28/2020,100,"7900 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.2192, -97.69049)",12186436,Routine Inspection
Taqueria Chapala # 5,78741,05/30/2019,83,"2121 E OLTORF ST
AUSTIN, TX 78741
(30.230405, -97.732405)",11252521,Routine Inspection
Winn Elementary School,78723,11/07/2019,93,"3500 SUSQUEHANNA LN
AUSTIN, TX 78723
(30.313799, -97.665792)",2800283,Routine Inspection
Southern Burger Bistro Co.,78722,11/22/2019,77,"2039 AIRPORT BLVD
AUSTIN, TX 78722
(30.284478, -97.705227)",10561044,Routine Inspection
BC - Alive and Well,78738,04/08/2021,89,"3944 S FM 620 RD
BEE CAVE, TX 78738",11906667,Routine Inspection
"Park at the Domain, The",78758,07/17/2019,88,"11601 DOMAIN DR
AUSTIN, TX 78758
(30.402917, -97.723978)",10583690,Routine Inspection
Subway,78731,03/26/2020,99,"8023 MESA DR
AUSTIN, TX 78731
(30.370693, -97.757657)",2801212,Routine Inspection
HEB Food Store #628,78741,07/20/2021,95,"2512 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234407, -97.72319)",10623498,Routine Inspection
Stop-N-Express,78723,04/26/2021,85,"5301 MANOR RD
AUSTIN, TX 78723
(30.300157, -97.685877)",10300378,Routine Inspection
Tortilleria Rio Grande,78745,12/18/2020,80,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196229, -97.785732)",10507284,Routine Inspection
MN-Bistro M @ Manor HS (MHS Culinary Arts Class),78653,08/26/2021,94,"12700 GREGG MANOR RD
MANOR, TX 78653
(30.353788, -97.560842)",10555754,Routine Inspection
Bread Basket - Chevron,78719,04/30/2019,78,"9401 S US 183 HWY
AUSTIN, TX 78719",10174940,Routine Inspection
McDonald's,78750,10/01/2021,94,"12801 N FM 620 RD
AUSTIN, TX 78750",2802294,Routine Inspection
Galaxy Cafe,78759,05/13/2020,92,"8127 MESA DR
AUSTIN, TX 78759
(30.373375, -97.756117)",11309832,Routine Inspection
EZ Stop,78758,08/16/2021,91,"1200 KRAMER LN
AUSTIN, TX 78758
(30.382666, -97.69437)",2803785,Routine Inspection
Westminster Manor - Dogwood,78731,09/24/2019,90,"4200 JACKSON AVE
AUSTIN, TX 78731
(30.315344, -97.75508)",10960607,Routine Inspection
Stop N Tote,78702,06/17/2021,79,"2715 E 5TH ST
AUSTIN, TX 78702
(30.256749, -97.71153)",11921170,Routine Inspection
Wings To Go,78749,01/02/2020,80,"6611 S MOPAC EXPY
AUSTIN, TX 78749",11843961,Routine Inspection
24 Diner,78703,05/17/2019,89,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.271744, -97.753872)",2800411,Routine Inspection
Randall's #2482-Deli,78731,06/17/2020,97,"8040 MESA DR
AUSTIN, TX 78731
(30.371034, -97.757489)",2800909,Routine Inspection
Lenoir Restaurant,78704,07/15/2021,93,"1807 S 1ST ST
AUSTIN, TX 78704
(30.24699, -97.756081)",10655045,Routine Inspection
CB's at Stubb's Bar-B-Q,78701,01/02/2020,96,"809 RED RIVER ST
AUSTIN, TX 78701
(30.269075, -97.736231)",11070017,Routine Inspection
Vargas Food Store,78741,03/14/2019,94,"809 VARGAS RD
AUSTIN, TX 78741
(30.234009, -97.693707)",2804078,Routine Inspection
Walgreens #15672,78741,10/02/2020,100,"1920 E RIVERSIDE DR
AUSTIN, TX 78741
(30.242031, -97.728362)",11243154,Routine Inspection
Wal-Mart Supercenter-Bakery #1129,78729,01/14/2020,98,"13201 N FM 620 RD
AUSTIN, TX 78729",2801150,Routine Inspection
LW-Lake Travis Independent Living,78738,09/19/2019,81,"302 MEDICAL PKWY
LAKEWAY, TX 78738
(30.331145, -97.97045)",11741231,Routine Inspection
Wendy's W123,78702,04/27/2020,96,"619 N IH
AUSTIN, TX 78702",11119164,Routine Inspection
Apple Spice Box Lunch Delivery & Catering Co.,78757,11/02/2020,98,"8900 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.375498, -97.73323)",11833163,Routine Inspection
Bueno Mexican Market,78724,07/08/2019,82,"14300 FM 969 RD
AUSTIN, TX 78724
(30.247473, -97.583335)",11508599,Routine Inspection
Bombay Bistro,78704,09/13/2019,74,"4200 S LAMAR BLVD
AUSTIN, TX 78704
(30.235252, -97.794796)",10486254,Routine Inspection
Homewood Suites Austin NW,78759,12/20/2019,85,"10925 STONELAKE BLVD
AUSTIN, TX 78759
(30.398601, -97.733416)",12045490,Routine Inspection
LW - Sakura Sushi & Bar,78734,11/13/2019,72,"1945 MEDICAL DR
LAKEWAY, TX 78734
(30.346342, -97.966225)",11551657,Routine Inspection
